Accession	# AAs	Abundance: 40: Sample	Abundance: 41: Sample	Abundance: 42: Sample	Abundance: 43: Sample	Abundance: 61: Sample	Abundance: 62: Sample	Abundance: 63: Sample	COG Functional Category	seed ortholog evalue	Predicted taxonomic group
4.contigs_9659627_1	120	340568.6875	1049741.125	116672.5859375	NA	1507790.53125	NA	NA	O	5.7e-40	Bacillariophyta
1.contigs_6257231_2	291	96974.8046875	282241.25	NA	NA	496849.859375	170738.03125	41409.21875	P	2.3e-111	Alphaproteobacteria
4.contigs_15026230_1	244	NA	NA	NA	NA	NA	NA	NA	O	1.2e-97	Desulfobacterales
1.contigs_4415063_5	288	3643858.625	323580.09375	33536.01953125	88575.875	NA	NA	NA	H	2.4e-76	Oscillatoriales
1.contigs_8074574_1	186	1663572.125	775735.7421875	NA	106838.3359375	NA	145670.25	NA	S	4.9e-14	Methylocystaceae
1.contigs_313351_2	186	716860.0625	2491955.5625	1532608.53125	849261.25	11584610.546875	1032322.2421875	210430.46875	P	1.2e-68	Bacillariophyta
4.contigs_11861088_1	142	911696.234375	594606.609375	NA	53137.10546875	329381.65234375	273242.4375	NA	N	7.2e-34	Rhodocyclales
1.contigs_2742791_12	97	44183567.53125	47435225.9375	55021733.015625	172850005.75	22526168.3125	100668971.59375	78529875.21875	C	1.5e-22	Nostocales
4.contigs_13245502_1	143	2196732.375	1040695.78125	34124365.921875	51261253.859375	353013.8046875	18089450.890625	13768916.3828125	NA	NA	NA
1.contigs_3580195_12	401	NA	NA	NA	NA	NA	NA	NA	P	1.5e-185	Pleurocapsales
3.contigs_190069_1	252	1245597.15625	442270.125	NA	288214.5625	2804556.5625	464079.21875	524641.78125	O	6.5e-78	Ruegeria
1.contigs_1647079_2	451	NA	428945.28125	1359630.125	NA	NA	NA	85413.6171875	M	2.3e-158	Pleurocapsales
3.contigs_686447_2	227	NA	453878.65625	80226.109375	545251.375	4788868.8125	360545.375	NA	P	1.2e-83	Bacillariophyta
2.contigs_9557484_4	499	495201.75	591070.25	NA	NA	313855.75	141334.234375	NA	C	1.1e-217	Bacteroidetes Order II. Incertae sedis
2.contigs_9686952_1	216	495201.75	591070.25	NA	NA	313855.75	141334.234375	NA	C	8.5e-103	Cytophagia
1.contigs_8215643_1	261	495201.75	591070.25	NA	NA	313855.75	141334.234375	NA	C	4.6e-119	Leeuwenhoekiella
1.contigs_4218494_5	179	509084.53125	NA	NA	243130.328125	NA	NA	74784.2734375	C	5e-80	Synechocystis
3.contigs_9556623_1	286	443813.5	NA	212668.578125	NA	581960.5625	NA	125536.9765625	C	2.1e-133	Opitutae
2.contigs_9803197_3	181	1207200.125	NA	NA	81082.5703125	NA	NA	NA	M	1.4e-18	Proteobacteria
2.contigs_6538366_1	396	611306.0625	NA	2176778.5625	590859.5	708854.75	4112367.4375	2919630.4375	J	7.6e-198	Chromatiales
1.contigs_8807653_1	67	26752551.25	6778488.5625	52339.6328125	52058.06640625	NA	NA	NA	NA	NA	NA
4.contigs_3134192_1	279	NA	NA	3939070.1875	2755133.59375	NA	2230353	1817415.50390625	IQ	2.5e-46	Hyphomonadaceae
3.contigs_6899970_1	304	2963630.03125	2049532.7734375	3055533.3828125	4065468.0078125	12324784.09375	8327927.375	3977638.375	E	1.3e-149	Alphaproteobacteria
1.contigs_406692_6	424	272537.34375	309533.1875	NA	249855.4375	4535858.515625	588257.9375	251223.859375	G	2.5e-154	Oceanicola
2.contigs_3431498_1	175	259919.796875	762238.5	410639.25	266452.90625	NA	NA	NA	G	8.2e-80	Bacillariophyta
4.contigs_13548694_3	555	2514577.25	978248.65625	534298.9375	723065.5	5575590.828125	987687.9375	413318.6875	G	2.8e-190	Bradyrhizobiaceae
4.contigs_15832616_1	58	7008610.34375	2144886.5	35856982.75	37044578.390625	1027549.9921875	43753140.609375	24092467.6875	O	3.4e-14	unclassified Alphaproteobacteria
3.contigs_10697041_1	176	NA	464643.6875	1021941.5	785027.375	1176359.25	2414754.25	2005770.625	G	1e-82	Alphaproteobacteria
2.contigs_7088793_1	218	NA	NA	NA	NA	NA	NA	NA	H	3.4e-83	Bacillariophyta
2.contigs_1638042_1	133	797247.21875	2425565.921875	4543163.4375	31941806.953125	1833256.953125	759879	1395061.46875	O	3.5e-30	Vibrionales
3.contigs_14279633_6	60	1099722.125	11642383.1484375	2041811.96875	4964773.1015625	1040658.78125	2059214.515625	928702.765625	E	9.1e-18	Eukaryota
4.contigs_3181822_1	191	NA	NA	NA	NA	4893872	1768670.875	426214.90625	F	6.7e-43	Alteromonadaceae
3.contigs_20603474_1	127	NA	NA	NA	NA	4893872	1768670.875	426214.90625	F	1.3e-31	Alteromonadaceae
1.contigs_6669286_1	267	NA	NA	NA	NA	4893872	1768670.875	426214.90625	F	2.9e-36	Alteromonadaceae
4.contigs_814575_1	321	6452955.75	1621920.5625	NA	NA	2647083.1875	NA	129267.109375	C	1.1e-151	Roseobacter
3.contigs_2669813_6	193	178149.8125	NA	1521182.875	326394.6953125	NA	83013.953125	NA	P	4.8e-81	Bacillariophyta
3.contigs_4744232_1	142	138025.234375	225389.71875	NA	NA	NA	NA	NA	Q	3.2e-29	Bacillariophyta
1.contigs_2658012_10	336	3888322.53125	1281337.9375	350320.375	469490.5625	NA	110104.15625	NA	G	1.4e-165	Pleurocapsales
4.contigs_10403905_4	181	778446.234375	NA	2790882.890625	4889857.75	463242.09765625	2800000.1875	3559433.1875	J	1.3e-88	Desulfobacterales
4.contigs_9891044_1	183	778446.234375	NA	2790882.890625	4889857.75	463242.09765625	2800000.1875	3559433.1875	J	1.2e-84	Syntrophobacterales
4.contigs_2819376_1	123	778446.234375	NA	2790882.890625	4889857.75	463242.09765625	2800000.1875	3559433.1875	J	3.5e-53	Desulfobacterales
4.contigs_9933723_1	240	778446.234375	NA	2790882.890625	4889857.75	463242.09765625	2800000.1875	3559433.1875	J	5e-112	Desulfobacterales
3.contigs_7217823_1	246	778446.234375	NA	2790882.890625	4889857.75	463242.09765625	2800000.1875	3559433.1875	J	1.4e-114	Methylococcales
2.contigs_8666020_1	245	778446.234375	NA	2790882.890625	4889857.75	463242.09765625	2800000.1875	3559433.1875	J	1.9e-119	Desulfobacterales
4.contigs_6787758_1	163	778446.234375	NA	2790882.890625	4889857.75	463242.09765625	2800000.1875	3559433.1875	J	1.3e-74	Desulfobacterales
4.contigs_7148617_1	244	954333.125	988955.25	531129.84375	1013137.390625	3159090.203125	674489.125	205604.8828125	NA	NA	NA
2.contigs_767839_1	107	594728.4375	2263713	294757.875	2586450.25	238740.125	NA	NA	NA	NA	NA
4.contigs_15118581_13	177	4408903.75	126572.4765625	4177486.9375	1729176.46875	111518.03125	NA	NA	C	4.3e-76	Oscillatoriales
1.contigs_7030124_1	113	173588.265625	822155.5625	1930243.75	2246166.65625	1374468.5	3300186.5	2050067.75	L	1e-9	Pythiales
3.contigs_3659357_3	164	1524212.75	222203.359375	240439.671875	263987.46875	10997629.875	2694683.5	472681.75	S	1.6e-24	Alteromonadaceae
1.contigs_2989629_2	249	NA	NA	NA	NA	NA	NA	NA	Q	8.1e-89	unclassified Alphaproteobacteria
2.contigs_687726_1	557	NA	NA	1655677.51953125	1023103.4375	NA	2491723.0859375	2243298.375	J	4.2e-263	Thiotrichales
3.contigs_14050043_2	300	39314014.5	46102974.8125	1477177.2578125	1734343.390625	2867930.82421875	2640565.4375	2119164.953125	S	1.5e-76	Bacillariophyta
1.contigs_9340739_1	97	161258764.851563	120926411.578125	48121304.3242188	25411711.4882813	142507926.390625	8646535.875	3750351.75	U	5.8e-27	Oscillatoriales
3.contigs_14618482_1	176	281951.25	481477.7265625	105599.2265625	207877.4375	7542235	1086182.4375	303166.8671875	NA	NA	NA
1.contigs_2460864_1	178	857472.921875	1776121.40625	NA	74470.859375	1642972.84375	425847.171875	NA	S	2.5e-52	Bacillariophyta
4.contigs_2645219_1	157	6827759.625	1661784.65625	211316.234375	305602	NA	NA	NA	O	4.1e-62	Peptococcaceae
1.contigs_7306308_1	171	6827759.625	1661784.65625	211316.234375	305602	NA	NA	NA	O	1.2e-62	Streptosporangiales
3.contigs_17683013_1	146	1336449.25	NA	NA	NA	6302399	2906104.625	488867.40625	P	2e-63	Ruegeria
2.contigs_7440703_1	566	2395960.75	541124.66796875	3252659.546875	3556996.4375	233539.484375	2359894.34375	1192413.3515625	E	7.8e-180	Chlorophyta
3.contigs_19117545_3	272	611189.2109375	NA	NA	47783.26171875	3957759.65625	634282.375	344967.671875	NA	1.1e-33	Bacillariophyta
4.contigs_9817304_2	391	NA	NA	NA	146339.671875	74570.1796875	146617.828125	45049.84375	Q	1.3e-173	unclassified Rhodobacteraceae
3.contigs_5759424_2	364	NA	NA	NA	146339.671875	74570.1796875	146617.828125	45049.84375	Q	2.6e-176	unclassified Rhodobacteraceae
3.contigs_4751649_6	181	186332.71875	NA	NA	NA	645135.25	2614711.84375	646399.984375	C	9.8e-76	Bacillariophyta
1.contigs_5648523_1	360	2478908.5	245428.234375	148812.90625	NA	260116.09375	NA	NA	G	1.4000000000000001e-171	Alphaproteobacteria
2.contigs_7059146_1	162	8412733.75	5178277.4375	9835894.40625	42193046	2580336.75	5952372.03125	2984293.0625	C	4.3e-75	Oscillatoriales
3.contigs_3653214_4	484	375371.40625	571802.96875	NA	561887.5625	3053199	NA	NA	NA	1.1e-20	Methylococcales
3.contigs_6400752_3	338	601100.4375	NA	NA	NA	170654.390625	294139.09375	NA	Q	9.2e-144	Alphaproteobacteria
4.contigs_8532352_2	1008	NA	79141.9609375	249325.13671875	319492.28125	127767.9296875	NA	49402.921875	P	2.8e-273	Sphingomonadales
4.contigs_12223541_1	973	992285.4375	270203.140625	4897593.390625	2572903.53125	91285.4609375	NA	1435119.20410156	S	2.3e-187	Bacteria
3.contigs_19272041_1	219	99096.1796875	NA	102423.7890625	NA	3347107.84375	840322.5625	371072.75	E	4.8e-77	Oceanicola
3.contigs_5429260_1	368	99096.1796875	NA	102423.7890625	NA	3347107.84375	840322.5625	371072.75	E	1.3e-127	unclassified Rhodobacteraceae
3.contigs_6193974_2	827	NA	NA	NA	NA	32164148.109375	NA	121194.984375	Q	2.4e-36	Oceanicola
3.contigs_2332930_7	513	1429381.625	483175.03125	60145.7265625	359273.09375	218204.546875	NA	NA	C	7.9e-240	Chromatiales
1.contigs_8923500_2	921	518138.625	250270.125	148641.875	150011.390625	1298946.90625	340885.796875	123449.33984375	O	1.9e-308	Bacillariophyta
3.contigs_9300195_3	921	518138.625	250270.125	148641.875	150011.390625	1298946.90625	340885.796875	123449.33984375	O	1.5e-310	Bacillariophyta
1.contigs_4085217_8	935	518138.625	250270.125	148641.875	150011.390625	1298946.90625	340885.796875	123449.33984375	O	1.9e-310	Bacillariophyta
4.contigs_5190588_2	658	1279447.1875	475202.65625	NA	66835.7734375	5290423.78125	1910770.4375	NA	Q	1.4e-34	Eurotiales
1.contigs_804954_1	94	35681636.125	25858995.5546875	2590135.78125	2976378.1875	3106597.75	3739790.6875	3694477	O	2.4e-33	Bacillariophyta
1.contigs_5947686_7	98	NA	365452.328125	85517.625	NA	2008953.6875	NA	NA	NA	3.4e-30	Bacillariophyta
1.contigs_3282671_2	138	1531608.78125	NA	4764676.671875	14431577.375	163525.734375	24215168.75	13885881.09375	NA	NA	NA
3.contigs_12884040_1	103	350817.09375	NA	75285.921875	NA	NA	NA	NA	C	4.9e-48	Eukaryota
2.contigs_3360526_8	373	NA	384231.625	8456781.515625	8100577.9375	2109730.859375	6616680.5625	4782288.984375	U	3.8e-90	Chlorophyta
3.contigs_4379264_1	141	183045.171875	129627.2265625	4409574	4268577	545588.296875	4461281.5	2531837	P	7.6e-60	Sulfitobacter
3.contigs_18411324_1	191	315284704.875	278470431.28125	122413631.1875	105929569.0625	138681261.65625	68646522.96875	57966636.5625	C	1.3e-86	Poales
2.contigs_1218980_78	430	116702.78125	NA	316060.375	224442.84375	NA	2138823.3984375	1542693.0390625	G	1.3e-190	Alphaproteobacteria
2.contigs_4241241_1	587	NA	NA	475820.515625	2368004.125	85799.0390625	1164592.8125	929563.453125	C	4e-280	Desulfobacterales
2.contigs_5767314_1	236	50864.1015625	NA	135389.03125	1540841.375	NA	NA	25352.80859375	NA	NA	NA
3.contigs_1225696_1	256	NA	253795.90625	491874.34375	1254695.8125	8207853.4375	1159271.84375	209943.421875	S	1.3e-78	Verrucomicrobia
3.contigs_9089151_2	136	692333.59375	1133255.65625	577511.4140625	259051.9765625	1892951.625	100992.75	NA	G	9.7e-52	Phyllobacteriaceae
1.contigs_6580500_2	361	104607.734375	NA	585526.25	598027.875	80367.0390625	NA	NA	C	1.4e-187	Desulfobacterales
4.contigs_7691328_1	144	6291282.21875	286257.1875	1273896.03125	1106733.4375	399716.625	3353258.375	2259903.03125	C	2.3e-64	Desulfobacterales
2.contigs_4428702_1	158	939271.9296875	180494.171875	12674257.0292969	21162218.890625	651882.859375	141646882.9375	98759451.375	NA	NA	NA
2.contigs_6441796_1	318	NA	NA	NA	156348.28125	NA	NA	NA	G	6e-145	Gammaproteobacteria
1.contigs_10140986_1	93	30363662.375	3337254.25	NA	NA	263338.125	NA	270137.21875	S	9.1e-9	Actinopterygii
3.contigs_15628125_2	514	NA	332270.65625	NA	NA	4220910.75	197747.328125	NA	S	1.3e-138	Verrucomicrobia
3.contigs_3526360_6	908	644652.453125	2196204.1875	121752.3046875	165961.46875	NA	NA	NA	P	2.7e-134	Alphaproteobacteria
4.contigs_10185946_2	232	2260019.6875	1408805	NA	NA	610730.1328125	NA	NA	C	1.5e-92	Oceanicola
2.contigs_9278803_1	87	NA	NA	NA	NA	NA	NA	NA	S	1.9e-21	Rhodospirillales
2.contigs_2839555_2	928	NA	56069.45703125	2035894.125	NA	NA	NA	NA	C	0	Cyanobacteria
3.contigs_2750049_1	385	245667.6875	565937.4375	NA	NA	417428.59375	NA	NA	G	3.1e-188	Alphaproteobacteria
2.contigs_10010634_2	292	9943253.5	1395249.3125	NA	262393.90625	204381.921875	133322.53125	NA	F	4.1e-116	Synechococcus
1.contigs_6761603_1	366	7237474.3125	483931.21875	989586.1875	1051065.3125	581123.0078125	487910.75	1124349.73828125	IM	4.3e-147	Oscillatoriales
2.contigs_2569191_2	172	151488.40234375	368816.03125	4213415.515625	5471123.4453125	23838.7421875	5159064.8125	2025849.203125	P	3.5e-38	Chlorophyta
1.contigs_1058904_1	133	16215176.5	2356624	1024435.6875	2603135.0625	5655091.25	1659832.78125	360708.609375	S	1.1e-49	Oscillatoriales
4.contigs_14263312_2	402	NA	NA	NA	NA	NA	NA	NA	G	8.2e-184	Oscillatoriales
3.contigs_1784101_3	346	1790644.6875	599966.0234375	69595.75	45888.3515625	48973.7890625	NA	NA	C	2e-130	Myxococcales
1.contigs_457218_1	158	1858945.1875	3773857.25	NA	NA	NA	NA	NA	U	5.5e-67	Eukaryota
2.contigs_13489286_1	294	177635.484375	336809.421875	4985782.15625	2211331.625	NA	881470.1328125	562776.296875	NA	NA	NA
3.contigs_22591788_1	105	57841158.25	11218653.9375	167109.1875	237743.109375	NA	NA	NA	C	1.4e-42	Pleurocapsales
2.contigs_1594474_8	249	592940.59375	4106274.15625	3806087.8828125	2710592.609375	392347.244140625	6134217.1328125	2923640.75	I	4.2e-45	Streptophyta
1.contigs_3551874_3	197	1110756.40625	178190.734375	264456.90625	502170.6875	10607178.59375	914042.78125	341197.375	G	1.7e-41	Actinobacteria
1.contigs_5304066_2	734	2246315.96875	339297.859375	305447.8125	166626.9375	1190173.1875	NA	NA	C	0	Phaeobacter
3.contigs_23224142_3	183	158913.515625	NA	163060.125	46791.078125	299977.9375	NA	246553.828125	P	2.3e-77	Alphaproteobacteria
2.contigs_13828770_1	123	530940.0625	412646.96875	NA	NA	NA	NA	NA	Q	2.3e-44	Sulfitobacter
1.contigs_1259325_3	721	2627846.5625	NA	NA	NA	29157.669921875	128103.4296875	NA	S	0	Synechococcus
4.contigs_4666287_1	173	NA	NA	NA	NA	NA	NA	NA	O	1.1e-71	unclassified Bacteria
3.contigs_24433831_1	245	NA	NA	NA	NA	146644.625	NA	NA	P	2.7e-81	Roseivivax
4.contigs_4292383_1	585	NA	NA	NA	NA	NA	NA	NA	F	8.9e-54	unclassified Rhodobacteraceae
1.contigs_5838419_9	207	1162206.71875	1130743.65625	NA	NA	4903035.90625	1010616.1875	419161.15625	NA	1.1e-62	Bacillariophyta
1.contigs_6604887_1	513	6685495.59375	915158.0234375	1057340.75	64623.30859375	108236.2109375	NA	NA	H	3.4e-251	Synechococcus
3.contigs_6216215_3	503	6685495.59375	915158.0234375	1057340.75	64623.30859375	108236.2109375	NA	NA	H	4.2e-254	Synechococcus
1.contigs_101877_4	511	6685495.59375	915158.0234375	1057340.75	64623.30859375	108236.2109375	NA	NA	H	9e-252	Synechococcus
1.contigs_3594718_20	754	3485196.28125	3918653.109375	37043108.9375	24056199.28125	2772190.51171875	11709908.375	10795053.875	C	0	Chlorophyta
1.contigs_4472599_1	300	209773.21875	1083074.203125	665445.375	726304	4620817.59375	1388208.171875	501190.03125	G	3.6e-91	Sulfitobacter
3.contigs_4349222_8	742	3755936.75	908019.625	1742037.75	876424.4375	NA	361389.71875	147378.015625	C	0	Oscillatoriales
1.contigs_3417856_3	324	541176.5	502912	2778567.546875	11215567	6923565.375	345650.8125	NA	M	4.3e-74	Ruegeria
4.contigs_3458366_1	207	1105087.640625	404333.734375	5020718.5	2722207.90625	NA	2099398.2578125	1164751.65625	P	4.3e-35	Chlorophyta
1.contigs_6023478_2	449	1049295.171875	1002265.671875	NA	646378.9375	470231.71875	306965.28125	167003.828125	P	4.8e-156	Eukaryota
1.contigs_1374840_2	374	4206460.375	1146651.71875	57162.18359375	260389.3125	232071	43583.59765625	31346.1328125	E	9.4e-166	Pleurocapsales
1.contigs_707771_2	358	63527.2109375	NA	82806.46875	155288.625	168081.859375	315785.90625	254130.71875	S	1.5e-80	Bradyrhizobiaceae
2.contigs_5546279_1	129	NA	563853.375	1142469.25	897069.25	69820.8671875	47259.7109375	NA	P	6.3e-53	Bacillariophyta
3.contigs_15354759_1	103	1942783	3771664.84375	920749.671875	1325095.796875	9920198.96875	1548611.625	851603.7734375	CG	3.5e-30	unclassified Alphaproteobacteria
3.contigs_6116563_1	158	1942783	3771664.84375	920749.671875	1325095.796875	9920198.96875	1548611.625	851603.7734375	CG	3.4e-77	unclassified Alphaproteobacteria
1.contigs_3894333_1	192	5137668.375	1518970.40625	NA	NA	53099.6015625	31083.6953125	NA	O	3.6e-89	Pleurocapsales
2.contigs_9026996_1	243	5137668.375	1518970.40625	NA	NA	53099.6015625	31083.6953125	NA	O	3.9e-120	Pleurocapsales
2.contigs_3727050_6	107	6378946	958947.0625	8181134	12396056.5	NA	15731873.5	8226878.25	O	8.5e-27	Chlorophyta
2.contigs_10548819_1	95	532312.28125	1204102.375	2034542.984375	8758477.390625	1357713.375	NA	296722.90625	S	3.6e-29	Eukaryota
4.contigs_10183247_1	624	NA	187623.46875	2221047.75	246081.015625	NA	6230505.171875	2860556.09375	NA	NA	NA
2.contigs_1267109_5	153	1739000.9375	674242.5	1363258.921875	3040427.359375	208350.2265625	1911711.21875	1048801.375	E	7.3e-40	Chlorophyta
2.contigs_4208073_1	154	249089.890625	1373822.71875	NA	NA	NA	142606.609375	NA	H	2.9e-65	Eukaryota
1.contigs_9432840_3	127	NA	NA	2757427.53125	3066753.625	NA	502964.609375	286608.14453125	O	2.5e-46	Streptophyta
2.contigs_13707224_2	259	1621987.21875	1177764.5	249864.859375	255364.32421875	1282786.828125	171111.3125	54413.0859375	C	4.7e-116	Acidobacteriia
4.contigs_4084039_6	490	12996659.875	2143606.9375	438926.51953125	455461.40625	124476.46875	277797.4375	244541.671875	G	2.3e-268	Pleurocapsales
3.contigs_17029019_1	509	1413220.359375	880263.328125	1775013.625	255701.3125	478187.703125	373205.96875	199591.90625	C	2.8e-269	Bacillariophyta
1.contigs_1418057_2	431	4581705.75	1814335.0625	137027.671875	NA	NA	NA	75703.875	S	3.9e-123	Synechococcus
4.contigs_11863946_1	89	138115.21875	114128.0625	100865.0234375	413101.25	153853.203125	NA	NA	S	4.7e-31	Desulfobacterales
2.contigs_11505263_1	164	NA	NA	692540.375	414543.5	NA	NA	110095.96875	U	3.2e-78	Bacillariophyta
4.contigs_7190722_2	139	12987404.5	2854307.125	4491378.6875	3271417.71875	1232401.3359375	2277780.5	1673157.875	C	9.5e-63	Pleurocapsales
3.contigs_749424_5	363	1401683.6875	5806681.21875	52880.24609375	383771.90625	NA	NA	476915	O	3.9e-100	Bacillariophyta
3.contigs_20575463_2	182	4567947.8125	56422.19140625	NA	373522.84375	NA	65821.4921875	167992.296875	G	2.5e-47	Eukaryota
3.contigs_11867929_2	225	470966.78125	315418.59375	NA	256695.421875	960063.953125	183742.78125	NA	G	4.2e-92	Bacillariophyta
4.contigs_2895647_1	403	1419863.625	351516.4375	NA	NA	NA	NA	NA	D	2.7e-195	Pleurocapsales
2.contigs_864793_7	140	102890.0078125	191952.515625	6226182.078125	11354206.96875	NA	7988005.125	4628143.875	O	1.5e-47	Chlorophyta
3.contigs_2189749_1	562	691094.875	581780.1640625	76094.515625	NA	9028742.375	649879.546875	135009.71875	S	1.8e-165	Bacillariophyta
1.contigs_6414871_2	195	4210492.1875	8122735.03125	444574.5859375	NA	171859.65625	NA	NA	P	1.7e-70	Bacillariophyta
3.contigs_7762342_1	314	NA	1935894.46875	1314416.90625	1534920.4375	1035769.53125	1521684.234375	1373374.34375	G	2.7e-97	Alphaproteobacteria
2.contigs_67813_1	438	169274.34375	48137.54296875	972150.703125	1029520.75	NA	1360581.75	630285.875	C	1.8e-224	Desulfobacterales
3.contigs_5388083_1	226	NA	NA	340741.96875	385027	NA	NA	NA	M	6.5e-29	Chromatiales
1.contigs_4640366_32	346	1661924.5	487666.15625	86068.96875	172983.515625	NA	NA	38222.1875	P	8.7e-166	Alphaproteobacteria
2.contigs_11484220_1	66	1084009.9921875	4924062.625	NA	488302.78125	NA	282925.625	127304.6953125	C	5.6e-21	Eukaryota
2.contigs_6498317_1	175	653865.09375	232667.265625	4260405.15625	1746696.84375	578457.625	4147816.84375	7657691.59375	NA	NA	NA
2.contigs_9988260_1	266	67622375.1875	3088089.265625	790026.35546875	1158722.4765625	275607.7265625	1342111.1171875	26658.119140625	S	5.7e-109	Bacillariophyta
4.contigs_12672578_3	511	5736308.375	4064111.546875	1212616.84375	870295.375	2933549.65625	794704.8125	472443.1875	I	3.5e-232	Bacillariophyta
3.contigs_3266301_1	464	5736308.375	4064111.546875	1212616.84375	870295.375	2933549.65625	794704.8125	472443.1875	I	1.9e-187	Bacillariophyta
3.contigs_14846960_1	259	5736308.375	4064111.546875	1212616.84375	870295.375	2933549.65625	794704.8125	472443.1875	I	1.3e-129	Bacillariophyta
3.contigs_14278124_1	468	NA	NA	NA	NA	NA	NA	NA	E	4.4e-221	Roseobacter
3.contigs_898016_1	352	184463.015625	NA	NA	NA	745387.125	418449.96875	NA	Q	3.4e-109	unclassified Alphaproteobacteria
4.contigs_10556066_1	331	NA	54614.21484375	146370.328125	178290.46875	NA	1063939.40625	521371.5625	C	2.3e-168	Desulfobacterales
1.contigs_2629968_2	154	965520.875	217214.21875	396829.2109375	141339.71875	NA	1909642.2109375	750660.203125	DP	1.8e-38	asterids
1.contigs_1213254_1	1002	680907.453125	NA	190869.390625	235777.0234375	1053866.875	491314.29296875	36614.13671875	F	0	unclassified Rhodobacteraceae
1.contigs_1065930_4	542	NA	NA	NA	NA	889031.8125	260892.953125	NA	F	1.1e-170	Oscillatoriales
1.contigs_274312_3	172	9241086.6875	636450.125	3875934.578125	6293004.84375	853319.04296875	1225088.234375	2365316.140625	C	7.6e-86	Pleurocapsales
